fotmob_player_id,sportsapi_player_id,player_name,team_name,competition_name,season_name,tournament_id,season_id,heatmap_key,activity_filter,in_box_ratio,out_box_final_ratio,mid_third_ratio,final_third_ratio,sample_points,generated_at
624166,363860,Manuel Locatelli,,UEFA Champions League,2025/2026,7,76953,624166:7:76953,cluster-v1,0,26,74,26,289,2026-08-08T01:22:07.090777+00:00
642551,796047,Aleix García,,UEFA Champions League,2025/2026,7,76953,642551:7:76953,cluster-v1,0,21,79,21,616,2026-08-08T01:22:08.931964+00:00
891743,905163,Mohammed Kudus,,UEFA Champions League,2025/2026,7,76953,891743:7:76953,cluster-v1,11,36,53,47,94,2026-08-08T01:22:10.462668+00:00
1580774,1597265,Estêvão,,UEFA Champions League,2025/2026,7,76953,1580774:7:76953,cluster-v1,20,61,19,81,155,2026-08-08T01:22:12.139615+00:00
640742,795761,Kasper Dolberg,,UEFA Champions League,2025/2026,7,76953,640742:7:76953,cluster-v1,0,33,67,33,9,2026-08-08T01:22:13.769696+00:00
1345875,1192318,Farès Chaïbi,,UEFA Champions League,2025/2026,7,76953,1345875:7:76953,cluster-v1,0,22,78,22,85,2026-08-08T01:22:19.281805+00:00
351999,252215,Wout Weghorst,,UEFA Champions League,2025/2026,7,76953,351999:7:76953,cluster-v1,18,17,65,35,34,2026-08-08T01:22:20.958060+00:00
560584,578380,Jordan Larsson,,UEFA Champions League,2025/2026,7,76953,560584:7:76953,cluster-v1,7,60,33,67,93,2026-08-08T01:22:22.805121+00:00
598355,770677,Denis Zakaria,,UEFA Champions League,2025/2026,7,76953,598355:7:76953,cluster-v1,0,7,93,7,69,2026-08-08T01:22:26.279458+00:00
1050158,954076,Fábio Silva,,UEFA Champions League,2025/2026,7,76953,1050158:7:76953,cluster-v1,17,53,30,70,36,2026-08-08T01:22:27.975270+00:00
1337911,1155158,Oscar Gloukh,,UEFA Champions League,2025/2026,7,76953,1337911:7:76953,cluster-v1,5,41,54,46,65,2026-08-08T01:22:29.697342+00:00
575735,593526,Nicolas Pépé,,UEFA Champions League,2025/2026,7,76953,575735:7:76953,cluster-v1,9,57,34,66,234,2026-08-08T01:22:31.319329+00:00
866516,803033,Teun Koopmeiners,,UEFA Champions League,2025/2026,7,76953,866516:7:76953,cluster-v1,0,13,87,13,209,2026-08-08T01:22:32.939821+00:00
1192398,1123925,Georgiy Sudakov,,UEFA Champions League,2025/2026,7,76953,1192398:7:76953,cluster-v1,3,43,54,46,164,2026-08-08T01:22:34.639221+00:00
1104053,979128,Rayan Cherki,,UEFA Champions League,2025/2026,7,76953,1104053:7:76953,cluster-v1,12,49,39,61,194,2026-08-08T01:22:38.059118+00:00
1185336,979222,Francisco Conceição,,UEFA Champions League,2025/2026,7,76953,1185336:7:76953,cluster-v1,20,52,28,72,181,2026-08-08T01:22:43.295258+00:00
266523,149593,Pierre-Emile Højbjerg,,UEFA Champions League,2025/2026,7,76953,266523:7:76953,cluster-v1,0,21,79,21,391,2026-08-08T01:22:44.912403+00:00
1053714,984184,Nicola Zalewski,,UEFA Champions League,2025/2026,7,76953,1053714:7:76953,cluster-v1,0,33,67,33,125,2026-08-08T01:22:46.557590+00:00
541820,363856,Nicolò Barella,,UEFA Champions League,2025/2026,7,76953,541820:7:76953,cluster-v1,0,35,65,35,251,2026-08-08T01:22:48.137410+00:00
659272,800951,Julian Ryerson,,UEFA Champions League,2025/2026,7,76953,659272:7:76953,cluster-v1,0,36,64,36,248,2026-08-08T01:22:51.805847+00:00
1178453,1069336,Romeo Vermant,,UEFA Champions League,2025/2026,7,76953,1178453:7:76953,cluster-v1,19,75,6,94,16,2026-08-08T01:22:56.919118+00:00
1484998,1495876,Mamadou Diakhon,,UEFA Champions League,2025/2026,7,76953,1484998:7:76953,cluster-v1,13,66,21,79,79,2026-08-08T01:22:58.623912+00:00
1171780,1048905,Leandro Andrade,,UEFA Champions League,2025/2026,7,76953,1171780:7:76953,cluster-v1,5,45,50,50,85,2026-08-08T01:23:02.061030+00:00
621562,791702,Marcus Thuram,,UEFA Champions League,2025/2026,7,76953,621562:7:76953,cluster-v1,29,27,44,56,106,2026-08-08T01:23:03.904643+00:00
575225,364618,Gelson Martins,,UEFA Champions League,2025/2026,7,76953,575225:7:76953,cluster-v1,4,66,30,70,270,2026-08-08T01:23:05.728404+00:00
1047667,980628,Maximilian Beier,,UEFA Champions League,2025/2026,7,76953,1047667:7:76953,cluster-v1,0,65,35,65,83,2026-08-08T01:23:09.593261+00:00
1180288,1063767,Ismael Saibari,,UEFA Champions League,2025/2026,7,76953,1180288:7:76953,cluster-v1,6,44,50,50,143,2026-08-08T01:23:11.379056+00:00
1011117,944165,Robert Navarro,,UEFA Champions League,2025/2026,7,76953,1011117:7:76953,cluster-v1,4,47,49,51,90,2026-08-08T01:23:12.952415+00:00
815431,835600,Davide Frattesi,,UEFA Champions League,2025/2026,7,76953,815431:7:76953,cluster-v1,18,12,70,30,50,2026-08-08T01:23:14.780673+00:00
1705081,2029648,Christian Kofane,,UEFA Champions League,2025/2026,7,76953,1705081:7:76953,cluster-v1,36,46,18,82,55,2026-08-08T01:23:16.475362+00:00
1367615,1142672,Warren Zaïre-Emery,,UEFA Champions League,2025/2026,7,76953,1367615:7:76953,cluster-v1,1,34,65,35,674,2026-08-08T01:23:18.243899+00:00
895362,910536,Rodrygo,,UEFA Champions League,2025/2026,7,76953,895362:7:76953,cluster-v1,31,46,23,77,39,2026-08-08T01:23:19.661005+00:00
1083323,992587,Pedri,,UEFA Champions League,2025/2026,7,76953,1083323:7:76953,cluster-v1,0,21,79,21,497,2026-08-08T01:23:21.314500+00:00
792429,850816,Joey Veerman,,UEFA Champions League,2025/2026,7,76953,792429:7:76953,cluster-v1,0,27,73,27,400,2026-08-08T01:23:23.077812+00:00
1137668,987650,Moisés Caicedo,,UEFA Champions League,2025/2026,7,76953,1137668:7:76953,cluster-v1,0,20,80,20,453,2026-08-08T01:23:24.923596+00:00
638622,795222,Frenkie de Jong,,UEFA Champions League,2025/2026,7,76953,638622:7:76953,cluster-v1,0,19,81,19,306,2026-08-08T01:23:26.555810+00:00
806551,825731,Michal Sadílek,,UEFA Champions League,2025/2026,7,76953,806551:7:76953,cluster-v1,6,22,72,28,97,2026-08-08T01:23:28.479411+00:00
818975,864921,Eberechi Eze,,UEFA Champions League,2025/2026,7,76953,818975:7:76953,cluster-v1,4,38,58,42,230,2026-08-08T01:23:30.312609+00:00
592909,754794,Lucas Torreira,,UEFA Champions League,2025/2026,7,76953,592909:7:76953,cluster-v1,0,14,86,14,420,2026-08-08T01:23:34.111119+00:00
972406,1000472,Adem Zorgane,,UEFA Champions League,2025/2026,7,76953,972406:7:76953,cluster-v1,0,17,83,17,216,2026-08-08T01:23:35.873718+00:00
1396372,1149146,Mika Godts,,UEFA Champions League,2025/2026,7,76953,1396372:7:76953,cluster-v1,8,43,49,51,205,2026-08-08T01:23:37.699312+00:00
198559,100389,Marten de Roon,,UEFA Champions League,2025/2026,7,76953,198559:7:76953,cluster-v1,0,15,85,15,344,2026-08-08T01:23:39.513111+00:00
1338192,1142588,Pablo Barrios,,UEFA Champions League,2025/2026,7,76953,1338192:7:76953,cluster-v1,0,29,71,29,343,2026-08-08T01:23:41.165407+00:00
534670,547410,Martin Ødegaard,,UEFA Champions League,2025/2026,7,76953,534670:7:76953,cluster-v1,2,46,52,48,173,2026-08-08T01:23:42.844062+00:00
530859,293519,Leroy Sané,,UEFA Champions League,2025/2026,7,76953,530859:7:76953,cluster-v1,3,46,51,49,314,2026-08-08T01:23:44.631832+00:00
524435,308764,Daniel Podence,,UEFA Champions League,2025/2026,7,76953,524435:7:76953,cluster-v1,0,68,32,68,142,2026-08-08T01:23:46.350528+00:00
1089731,895764,Pedro Gonçalves,,UEFA Champions League,2025/2026,7,76953,1089731:7:76953,cluster-v1,3,47,50,50,118,2026-08-08T01:23:48.224922+00:00
425950,214080,Abdellah Zoubir,,UEFA Champions League,2025/2026,7,76953,425950:7:76953,cluster-v1,10,45,45,55,327,2026-08-08T01:23:50.061866+00:00
614834,789071,Dani Olmo,,UEFA Champions League,2025/2026,7,76953,614834:7:76953,cluster-v1,6,23,71,29,172,2026-08-08T01:23:51.560879+00:00
261936,119151,Mohamed Elyounoussi,,UEFA Champions League,2025/2026,7,76953,261936:7:76953,cluster-v1,0,35,65,35,100,2026-08-08T01:23:55.002923+00:00
930065,906800,Leandro Barreiro,,UEFA Champions League,2025/2026,7,76953,930065:7:76953,cluster-v1,5,26,69,31,146,2026-08-08T01:23:56.747489+00:00
408943,155818,Takumi Minamino,,UEFA Champions League,2025/2026,7,76953,408943:7:76953,cluster-v1,0,52,48,52,29,2026-08-08T01:23:58.340886+00:00
1175708,997012,Ansgar Knauff,,UEFA Champions League,2025/2026,7,76953,1175708:7:76953,cluster-v1,10,52,38,62,60,2026-08-08T01:24:01.220227+00:00
1607566,1403559,Franco Mastantuono,,UEFA Champions League,2025/2026,7,76953,1607566:7:76953,cluster-v1,13,47,40,60,100,2026-08-08T01:24:02.773776+00:00
1106563,980623,Nick Woltemade,,UEFA Champions League,2025/2026,7,76953,1106563:7:76953,cluster-v1,11,28,61,39,99,2026-08-08T01:24:04.324235+00:00
1169596,980383,Raúl Moro,,UEFA Champions League,2025/2026,7,76953,1169596:7:76953,cluster-v1,0,60,40,60,5,2026-08-08T01:24:05.766218+00:00
1417095,1146316,Kamiel Van de Perre,,UEFA Champions League,2025/2026,7,76953,1417095:7:76953,cluster-v1,0,2,98,2,122,2026-08-08T01:24:07.565050+00:00
957203,946888,Éderson,,UEFA Champions League,2025/2026,7,76953,957203:7:76953,cluster-v1,0,23,77,23,305,2026-08-08T01:24:09.232258+00:00
421786,307284,Mario Lemina,,UEFA Champions League,2025/2026,7,76953,421786:7:76953,cluster-v1,2,7,91,9,209,2026-08-08T01:24:12.677840+00:00
524434,364612,João Palhinha,,UEFA Champions League,2025/2026,7,76953,524434:7:76953,cluster-v1,0,13,87,13,160,2026-08-08T01:24:14.364000+00:00
994445,966133,Pedro Bicalho,,UEFA Champions League,2025/2026,7,76953,994445:7:76953,cluster-v1,0,9,91,9,251,2026-08-08T01:24:17.726801+00:00
1015185,973887,Eduardo Camavinga,,UEFA Champions League,2025/2026,7,76953,1015185:7:76953,cluster-v1,0,20,80,20,163,2026-08-08T01:24:19.448887+00:00
632870,892943,Håkon Evjen,,UEFA Champions League,2025/2026,7,76953,632870:7:76953,cluster-v1,2,35,63,37,279,2026-08-08T01:24:21.396033+00:00
1287373,1134083,Jobe Bellingham,,UEFA Champions League,2025/2026,7,76953,1287373:7:76953,cluster-v1,0,28,72,28,268,2026-08-08T01:24:23.184559+00:00
1131349,989886,Santiago Hezze,,UEFA Champions League,2025/2026,7,76953,1131349:7:76953,cluster-v1,0,30,70,30,274,2026-08-08T01:24:25.012339+00:00
1352923,1087316,Enzo Barrenechea,,UEFA Champions League,2025/2026,7,76953,1352923:7:76953,cluster-v1,0,10,90,10,273,2026-08-08T01:24:28.826162+00:00
1126768,1129862,Raphael Onyedika,,UEFA Champions League,2025/2026,7,76953,1126768:7:76953,cluster-v1,0,15,85,15,177,2026-08-08T01:24:30.568921+00:00
574645,592010,Mikel Merino,,UEFA Champions League,2025/2026,7,76953,574645:7:76953,cluster-v1,0,28,72,28,107,2026-08-08T01:24:32.121388+00:00
1553099,1495844,Mikel Jauregizar,,UEFA Champions League,2025/2026,7,76953,1553099:7:76953,cluster-v1,0,23,77,23,91,2026-08-08T01:24:37.188114+00:00
1078846,917048,Andrea Cambiaso,,UEFA Champions League,2025/2026,7,76953,1078846:7:76953,cluster-v1,0,40,60,40,190,2026-08-08T01:24:38.830659+00:00
262739,151470,Lukas Lerager,,UEFA Champions League,2025/2026,7,76953,262739:7:76953,cluster-v1,0,26,74,26,65,2026-08-08T01:24:40.722309+00:00
535936,560128,Joelinton,,UEFA Champions League,2025/2026,7,76953,535936:7:76953,cluster-v1,1,25,74,26,160,2026-08-08T01:24:42.279386+00:00
1137272,983815,Yunus Musah,,UEFA Champions League,2025/2026,7,76953,1137272:7:76953,cluster-v1,10,9,81,19,32,2026-08-08T01:24:44.021348+00:00
488139,331209,Bernardo Silva,,UEFA Champions League,2025/2026,7,76953,488139:7:76953,cluster-v1,3,54,43,57,212,2026-08-08T01:24:47.490233+00:00
675088,827606,Rodri,,UEFA Champions League,2025/2026,7,76953,675088:7:76953,cluster-v1,0,36,64,36,272,2026-08-08T01:24:48.937978+00:00
586388,318963,Aleksandr Golovin,,UEFA Champions League,2025/2026,7,76953,586388:7:76953,cluster-v1,2,46,52,48,161,2026-08-08T01:24:50.653378+00:00
1076756,1085180,Brennan Johnson,,UEFA Champions League,2025/2026,7,76953,1076756:7:76953,cluster-v1,0,88,12,88,8,2026-08-08T01:24:52.239714+00:00
1209228,1021272,Daniel Svensson,,UEFA Champions League,2025/2026,7,76953,1209228:7:76953,cluster-v1,5,35,60,40,211,2026-08-08T01:24:53.957383+00:00
170218,66477,Thomas Delaney,,UEFA Champions League,2025/2026,7,76953,170218:7:76953,cluster-v1,0,0,100,0,6,2026-08-08T01:24:55.655765+00:00
970565,959806,Kenneth Taylor,,UEFA Champions League,2025/2026,7,76953,970565:7:76953,cluster-v1,0,26,74,26,35,2026-08-08T01:24:57.269869+00:00
1067260,801263,Jakub Kamiński,,Bundesliga,2025/2026,35,77333,1067260:35:77333,cluster-v1,11,43,46,54,1131,2026-08-08T05:49:50.252348+00:00
173461,67647,Andrej Kramarić,,Bundesliga,2025/2026,35,77333,173461:35:77333,cluster-v1,9,44,47,53,935,2026-08-08T05:49:52.508986+00:00
1613676,1800475,Said El Mala,,Bundesliga,2025/2026,35,77333,1613676:35:77333,cluster-v1,19,53,28,72,650,2026-08-08T05:49:54.652963+00:00
388903,259803,Haris Tabaković,,Bundesliga,2025/2026,35,77333,388903:35:77333,cluster-v1,15,22,63,37,683,2026-08-08T05:49:56.968509+00:00
840241,878081,Ermedin Demirović,,Bundesliga,2025/2026,35,77333,840241:35:77333,cluster-v1,23,36,41,59,369,2026-08-08T05:49:59.188200+00:00
1210893,1019321,Igor Matanović,,Bundesliga,2025/2026,35,77333,1210893:35:77333,cluster-v1,15,33,52,48,515,2026-08-08T05:50:01.537183+00:00
1047667,980628,Maximilian Beier,,Bundesliga,2025/2026,35,77333,1047667:35:77333,cluster-v1,16,50,34,66,781,2026-08-08T05:50:03.853298+00:00
1366602,1127790,Dženan Pejčinović,,Bundesliga,2025/2026,35,77333,1366602:35:77333,cluster-v1,17,34,49,51,447,2026-08-08T05:50:08.391502+00:00
1327150,1142248,Arijon Ibrahimović,,Bundesliga,2025/2026,35,77333,1327150:35:77333,cluster-v1,7,40,53,47,942,2026-08-08T05:50:17.452309+00:00
1175939,980621,Paul Nebel,,Bundesliga,2025/2026,35,77333,1175939:35:77333,cluster-v1,9,45,46,54,905,2026-08-08T05:50:21.675160+00:00
1079892,991824,Rayan Philippe,,Bundesliga,2025/2026,35,77333,1079892:35:77333,cluster-v1,17,37,46,54,303,2026-08-08T05:50:23.871321+00:00
1393672,1146148,Jean-Mattéo Bahoya,,Bundesliga,2025/2026,35,77333,1393672:35:77333,cluster-v1,12,43,45,55,522,2026-08-08T05:50:26.085177+00:00
759817,798303,Miro Muheim,,Bundesliga,2025/2026,35,77333,759817:35:77333,cluster-v1,2,29,69,31,857,2026-08-08T05:50:28.341716+00:00
1209228,1021272,Daniel Svensson,,Bundesliga,2025/2026,35,77333,1209228:35:77333,cluster-v1,8,42,50,50,742,2026-08-08T05:50:30.648041+00:00
1482209,1406171,Andrija Maksimović,,Bundesliga,2025/2026,35,77333,1482209:35:77333,cluster-v1,0,0,100,0,5,2026-08-08T05:50:33.985742+00:00
1244924,1113488,Ismael Gharbi,,Bundesliga,2025/2026,35,77333,1244924:35:77333,cluster-v1,0,100,0,100,10,2026-08-08T05:50:35.683214+00:00
1646943,1596105,Patrice Čović,,Bundesliga,2025/2026,35,77333,1646943:35:77333,cluster-v1,0,28,72,28,72,2026-08-08T05:50:39.226193+00:00
1473580,1142251,Aleksandar Pavlović,,Bundesliga,2025/2026,35,77333,1473580:35:77333,cluster-v1,0,25,75,25,1223,2026-08-08T05:50:42.876924+00:00
626164,1003012,Ezequiel Fernández,,Bundesliga,2025/2026,35,77333,626164:35:77333,cluster-v1,0,19,81,19,697,2026-08-08T05:50:46.550202+00:00
1243571,1112796,Andreas Hountondji,,Bundesliga,2025/2026,35,77333,1243571:35:77333,cluster-v1,20,46,34,66,214,2026-08-08T05:51:04.169579+00:00
1202769,1386651,Leo Scienza,,Bundesliga,2025/2026,35,77333,1202769:35:77333,cluster-v1,0,33,67,33,12,2026-08-08T05:51:05.892484+00:00
1586552,1464641,Chema Andrés,,Bundesliga,2025/2026,35,77333,1586552:35:77333,cluster-v1,2,19,79,21,687,2026-08-08T05:51:08.048673+00:00
282462,96365,Iñigo Ruiz de Galarreta,,LaLiga,2025/2026,8,77559,282462:8:77559,cluster-v1,0,30,70,30,1225,2026-08-08T05:51:29.147108+00:00
1102732,949962,Ferran Jutglà,,LaLiga,2025/2026,8,77559,1102732:8:77559,cluster-v1,12,47,41,59,580,2026-08-08T05:51:40.128197+00:00
974753,944656,Julián Alvarez,,LaLiga,2025/2026,8,77559,974753:8:77559,cluster-v1,9,48,43,57,799,2026-08-08T05:51:42.188426+00:00
942372,910031,Alex Baena,,LaLiga,2025/2026,8,77559,942372:8:77559,cluster-v1,4,44,52,48,766,2026-08-08T05:52:06.536884+00:00
574629,592012,Álex Berenguer,,LaLiga,2025/2026,8,77559,574629:8:77559,cluster-v1,8,46,46,54,1034,2026-08-08T05:52:08.720959+00:00
1820601,1953923,Selton Sanchez,,LaLiga,2025/2026,8,77559,1820601:8:77559,cluster-v1,0,57,43,57,28,2026-08-08T05:52:17.201859+00:00
940735,831510,Veljko Birmančević,,LaLiga,2025/2026,8,77559,940735:8:77559,cluster-v1,0,100,0,100,3,2026-08-08T05:52:19.090277+00:00
478105,344751,Baptiste Santamaria,,LaLiga,2025/2026,8,77559,478105:8:77559,cluster-v1,1,12,87,13,281,2026-08-08T05:52:23.131515+00:00
1202587,1088565,Ramón Terrats,,LaLiga,2025/2026,8,77559,1202587:8:77559,cluster-v1,1,44,55,45,303,2026-08-08T05:52:30.591860+00:00
688876,823631,Dodi Lukebakio,,LaLiga,2025/2026,8,77559,688876:8:77559,cluster-v1,0,66,34,66,32,2026-08-08T05:52:49.701437+00:00
950599,944629,Nicolas Fonseca,,LaLiga,2025/2026,8,77559,950599:8:77559,cluster-v1,0,11,89,11,426,2026-08-08T05:53:01.882075+00:00
1185211,1064697,Mamadou Sangare,,Ligue 1,2025/2026,34,77356,1185211:34:77356,cluster-v1,2,28,70,30,1353,2026-08-08T05:53:17.230708+00:00
1280225,966621,Esteban Lepaul,,Ligue 1,2025/2026,34,77356,1280225:34:77356,cluster-v1,18,28,54,46,620,2026-08-08T05:53:19.407662+00:00
1444231,1149144,Matías Fernández-Pardo,,Ligue 1,2025/2026,34,77356,1444231:34:77356,cluster-v1,22,52,26,74,783,2026-08-08T05:53:21.573113+00:00
1408580,1410925,Joaquin Panichelli,,Ligue 1,2025/2026,34,77356,1408580:34:77356,cluster-v1,19,34,47,53,668,2026-08-08T05:53:26.009958+00:00
1037539,957604,Pavel Šulc,,Ligue 1,2025/2026,34,77356,1037539:34:77356,cluster-v1,17,37,46,54,478,2026-08-08T05:53:28.082737+00:00
1044470,1138804,Hakon Arnar Haraldsson,,Ligue 1,2025/2026,34,77356,1044470:34:77356,cluster-v1,8,40,52,48,1280,2026-08-08T05:53:32.144056+00:00
614207,352802,Maxime López,,Ligue 1,2025/2026,34,77356,614207:34:77356,cluster-v1,1,24,75,25,1307,2026-08-08T05:53:40.070705+00:00
765466,847983,Sebastian Szymański,,Ligue 1,2025/2026,34,77356,765466:34:77356,cluster-v1,0,38,62,38,243,2026-08-08T05:53:52.274172+00:00
1975804,1542818,Yaya Diémé,,Ligue 1,2025/2026,34,77356,1975804:34:77356,cluster-v1,0,100,0,100,3,2026-08-08T05:53:57.112425+00:00
402419,286909,Przemysław Frankowski,,Ligue 1,2025/2026,34,77356,402419:34:77356,cluster-v1,4,47,49,51,533,2026-08-08T05:54:02.367480+00:00
1242587,1392829,Amine Sbai,,Ligue 1,2025/2026,34,77356,1242587:34:77356,cluster-v1,9,37,54,46,781,2026-08-08T05:54:08.434421+00:00
1523209,1470032,Ibou Sane,,Ligue 1,2025/2026,34,77356,1523209:34:77356,cluster-v1,0,21,79,21,48,2026-08-08T05:54:20.207427+00:00
1073977,986397,Benjamin Šeško,,Premier League,2025/2026,17,76986,1073977:17:76986,cluster-v1,19,29,52,48,433,2026-08-08T05:54:43.684113+00:00
1250253,1106451,Dango Ouattara,,Premier League,2025/2026,17,76986,1250253:17:76986,cluster-v1,16,47,37,63,758,2026-08-08T05:54:52.280363+00:00
818975,864921,Eberechi Eze,,Premier League,2025/2026,17,76986,818975:17:76986,cluster-v1,7,40,53,47,772,2026-08-08T05:54:54.530466+00:00
1258092,1122603,William Osula,,Premier League,2025/2026,17,76986,1258092:17:76986,cluster-v1,27,42,31,69,104,2026-08-08T05:54:58.777771+00:00
318615,135666,Leandro Trossard,,Premier League,2025/2026,17,76986,318615:17:76986,cluster-v1,12,51,37,63,782,2026-08-08T05:55:00.791416+00:00
524437,799041,Tomáš Souček,,Premier League,2025/2026,17,76986,524437:17:76986,cluster-v1,5,24,71,29,763,2026-08-08T05:55:09.768934+00:00
312765,189061,Jack Grealish,,Premier League,2025/2026,17,76986,312765:17:76986,cluster-v1,13,46,41,59,651,2026-08-08T05:55:11.724928+00:00
239219,136710,Mateo Kovačić,,Premier League,2025/2026,17,76986,239219:17:76986,cluster-v1,0,11,89,11,47,2026-08-08T05:55:43.399823+00:00
637744,795066,Marcus Edwards,,Premier League,2025/2026,17,76986,637744:17:76986,cluster-v1,9,45,46,54,360,2026-08-08T05:55:59.082449+00:00
1023030,844096,Jhon Arias,,Premier League,2025/2026,17,76986,1023030:17:76986,cluster-v1,4,40,56,44,396,2026-08-08T05:56:01.162925+00:00
794253,851596,Justin Kluivert,,Premier League,2025/2026,17,76986,794253:17:76986,cluster-v1,5,50,45,55,320,2026-08-08T05:56:03.146705+00:00
867414,892673,Sandro Tonali,,Premier League,2025/2026,17,76986,867414:17:76986,cluster-v1,1,28,71,29,1364,2026-08-08T05:56:05.442166+00:00
660301,803039,Donyell Malen,,Premier League,2025/2026,17,76986,660301:17:76986,cluster-v1,33,40,27,73,80,2026-08-08T05:56:07.494136+00:00
556972,371222,Saša Lukić,,Premier League,2025/2026,17,76986,556972:17:76986,cluster-v1,2,25,73,27,732,2026-08-08T05:56:20.016923+00:00
31097,15466,Luka Modrić,,Serie A,2025/2026,23,76457,31097:23:76457,cluster-v1,1,25,74,26,1647,2026-08-08T05:56:26.568157+00:00
1412132,1149011,Kenan Yıldız,,Serie A,2025/2026,23,76457,1412132:23:76457,cluster-v1,13,47,40,60,1300,2026-08-08T05:56:28.828812+00:00
1280082,1082406,Matías Soulé,,Serie A,2025/2026,23,76457,1280082:23:76457,cluster-v1,8,45,47,53,1115,2026-08-08T05:56:33.423307+00:00
1320176,1134200,Wesley,,Serie A,2025/2026,23,76457,1320176:23:76457,cluster-v1,4,43,53,47,1078,2026-08-08T05:56:35.580243+00:00
843099,879346,Scott McTominay,,Serie A,2025/2026,23,76457,843099:23:76457,cluster-v1,10,23,67,33,1313,2026-08-08T05:56:37.735823+00:00
621562,791702,Marcus Thuram,,Serie A,2025/2026,23,76457,621562:23:76457,cluster-v1,24,40,36,64,711,2026-08-08T05:56:39.791205+00:00
577911,548178,Rolando Mandragora,,Serie A,2025/2026,23,76457,577911:23:76457,cluster-v1,5,29,66,34,920,2026-08-08T05:56:42.055754+00:00
833638,839156,Nikola Krstović,,Serie A,2025/2026,23,76457,833638:23:76457,cluster-v1,21,43,36,64,759,2026-08-08T05:56:44.294334+00:00
543306,284363,Federico Bonazzoli,,Serie A,2025/2026,23,76457,543306:23:76457,cluster-v1,6,34,60,40,937,2026-08-08T05:56:46.478862+00:00
661761,793645,Riccardo Orsolini,,Serie A,2025/2026,23,76457,661761:23:76457,cluster-v1,14,41,45,55,740,2026-08-08T05:56:48.611212+00:00
721089,807301,Gianluca Scamacca,,Serie A,2025/2026,23,76457,721089:23:76457,cluster-v1,17,41,42,58,380,2026-08-08T05:56:50.501410+00:00
304733,135700,Hakan Çalhanoğlu,,Serie A,2025/2026,23,76457,304733:23:76457,cluster-v1,0,30,70,30,1067,2026-08-08T05:56:52.428736+00:00
688295,817957,Christian Pulišić,,Serie A,2025/2026,23,76457,688295:23:76457,cluster-v1,14,48,38,62,760,2026-08-08T05:56:54.674596+00:00
557677,357596,Nikola Vlašić,,Serie A,2025/2026,23,76457,557677:23:76457,cluster-v1,6,35,59,41,1364,2026-08-08T05:56:56.967388+00:00
737857,832208,Dušan Vlahović,,Serie A,2025/2026,23,76457,737857:23:76457,cluster-v1,28,40,32,68,214,2026-08-08T05:56:58.815620+00:00
1050163,930191,Lorenzo Colombo,,Serie A,2025/2026,23,76457,1050163:23:76457,cluster-v1,14,35,51,49,865,2026-08-08T05:57:00.951422+00:00
939569,935564,Jonathan David,,Serie A,2025/2026,23,76457,939569:23:76457,cluster-v1,18,38,44,56,700,2026-08-08T05:57:03.201072+00:00
599353,773409,Che Adams,,Serie A,2025/2026,23,76457,599353:23:76457,cluster-v1,12,38,50,50,594,2026-08-08T05:57:07.633529+00:00
665188,804909,Albert Guðmundsson,,Serie A,2025/2026,23,76457,665188:23:76457,cluster-v1,8,38,54,46,867,2026-08-08T05:57:12.157169+00:00
934156,904887,Jürgen Ekkelenkamp,,Serie A,2025/2026,23,76457,934156:23:76457,cluster-v1,5,39,56,44,699,2026-08-08T05:57:18.529046+00:00
446266,190437,Mario Pašalić,,Serie A,2025/2026,23,76457,446266:23:76457,cluster-v1,3,22,75,25,1093,2026-08-08T05:57:24.961197+00:00
867789,891346,Emanuele Valeri,,Serie A,2025/2026,23,76457,867789:23:76457,cluster-v1,3,50,47,53,709,2026-08-08T05:57:27.039504+00:00
954621,945062,Youssouf Fofana,,Serie A,2025/2026,23,76457,954621:23:76457,cluster-v1,6,32,62,38,868,2026-08-08T05:57:31.288825+00:00
643229,367056,Jérémie Boga,,Serie A,2025/2026,23,76457,643229:23:76457,cluster-v1,17,49,34,66,222,2026-08-08T05:57:33.058898+00:00
1382000,1091303,Petar Sučić,,Serie A,2025/2026,23,76457,1382000:23:76457,cluster-v1,5,37,58,42,1055,2026-08-08T05:57:35.240825+00:00
823113,826026,Sandro Kulenović,,Serie A,2025/2026,23,76457,823113:23:76457,cluster-v1,17,44,39,61,18,2026-08-08T05:57:45.922735+00:00
557346,575852,Sandi Lovrić,,Serie A,2025/2026,23,76457,557346:23:76457,cluster-v1,0,15,85,15,122,2026-08-08T05:57:47.678605+00:00
1036182,877371,Ivan Ilić,,Serie A,2025/2026,23,76457,1036182:23:76457,cluster-v1,0,12,88,12,76,2026-08-08T05:57:49.459865+00:00
1354177,1459459,Benjamin Cremaschi,,Serie A,2025/2026,23,76457,1354177:23:76457,cluster-v1,0,69,31,69,16,2026-08-08T05:57:51.241022+00:00
864006,887275,Matteo Tramoni,,Serie A,2025/2026,23,76457,864006:23:76457,cluster-v1,9,44,47,53,467,2026-08-08T05:57:54.732494+00:00
1127054,964154,Tomáš Suslov,,Serie A,2025/2026,23,76457,1127054:23:76457,cluster-v1,0,40,60,40,53,2026-08-08T05:57:58.449063+00:00
921594,897594,Domagoj Bradarić,,Serie A,2025/2026,23,76457,921594:23:76457,cluster-v1,2,42,56,44,530,2026-08-08T05:58:00.539044+00:00
